104,2022_12_13__164236_393,user,0,1,map_state_2022_12_13__164236_379.ini
105,2022_12_13__164243_073,user,0,1,map_state_2022_12_13__164243_067.ini
106,2022_12_13__164245_856,user,0,1,map_state_2022_12_13__164245_851.ini
107,2022_12_13__164322_346,user,0,1,map_state_2022_12_13__164322_331.ini
108,2022_12_13__164418_337,user,0,1,map_state_2022_12_13__164418_331.ini
109,2022_12_13__164418_348,user,0,1,map_state_2022_12_13__164418_342.ini
110,2022_12_13__164421_740,user,0,1,map_state_2022_12_13__164421_713.ini
111,2022_12_13__164421_774,user,0,1,map_state_2022_12_13__164421_756.ini
112,2022_12_13__164425_441,user,0,1,map_state_2022_12_13__164425_434.ini
113,2022_12_13__164425_452,user,0,1,map_state_2022_12_13__164425_446.ini
114,2022_12_13__164429_049,user,0,1,map_state_2022_12_13__164429_043.ini
115,2022_12_13__164429_060,user,0,1,map_state_2022_12_13__164429_055.ini
116,2022_12_13__164506_283,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\submap0.ini
117,2022_12_13__164530_578,user,1,0,
118,2022_12_13__164935_338,user,1,0,
119,2022_12_14__132825_702,user,0,1,map_state_2022_12_14__132825_688.ini
120,2022_12_14__132826_947,user,0,1,map_state_2022_12_14__132826_925.ini
121,2022_12_14__132829_332,user,0,1,map_state_2022_12_14__132829_326.ini
122,2022_12_14__132955_361,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\submap0.ini
123,2022_12_14__133003_133,user,1,0,
124,2022_12_14__134521_879,user,0,1,map_state_2022_12_14__134521_859.ini
125,2022_12_14__134523_311,user,0,1,map_state_2022_12_14__134523_284.ini
126,2022_12_14__134525_064,user,1,0,
127,2022_12_14__134526_142,user,1,0,
128,2022_12_14__134530_551,user,0,1,map_state_2022_12_14__134530_529.ini
129,2022_12_14__135940_332,user,0,1,map_state_2022_12_14__135940_324.ini
130,2022_12_14__135941_354,user,1,0,
131,2022_12_14__140338_622,user,0,1,map_state_2022_12_14__140338_608.ini
132,2022_12_14__140451_856,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\submap0.ini
133,2022_12_14__140459_085,user,1,0,
134,2022_12_14__140508_216,user,0,1,map_state_2022_12_14__140508_206.ini
135,2022_12_14__140825_411,user,0,1,map_state_2022_12_14__140825_381.ini
136,2022_12_14__140832_472,user,0,1,map_state_2022_12_14__140832_444.ini
137,2022_12_14__140834_631,user,0,1,map_state_2022_12_14__140834_611.ini
138,2022_12_14__140836_919,user,1,0,
139,2022_12_14__140854_228,user,0,1,map_state_2022_12_14__140854_210.ini
140,2022_12_14__140855_768,user,0,1,map_state_2022_12_14__140855_748.ini
141,2022_12_14__140902_533,user,1,0,
142,2022_12_14__140905_067,user,0,1,map_state_2022_12_14__140905_041.ini
143,2022_12_14__140907_553,user,0,1,map_state_2022_12_14__140907_536.ini
144,2022_12_14__140909_173,user,1,0,
145,2022_12_14__140946_496,user,0,1,map_state_2022_12_14__140946_475.ini
146,2022_12_14__140947_317,user,0,1,map_state_2022_12_14__140947_299.ini
147,2022_12_14__141005_244,user,0,1,map_state_2022_12_14__141005_235.ini
148,2022_12_14__141006_314,user,0,1,map_state_2022_12_14__141006_303.ini
149,2022_12_14__141012_034,user,0,1,map_state_2022_12_14__141012_026.ini
150,2022_12_14__141022_800,user,0,1,map_state_2022_12_14__141022_786.ini
151,2022_12_14__141025_489,user,0,1,map_state_2022_12_14__141025_474.ini
152,2022_12_14__141028_574,user,0,1,map_state_2022_12_14__141028_563.ini
153,2022_12_14__141039_268,user,0,1,map_state_2022_12_14__141039_248.ini
154,2022_12_14__141039_306,user,0,1,map_state_2022_12_14__141039_288.ini
155,2022_12_14__141110_346,user,0,1,map_state_2022_12_14__141110_314.ini
156,2022_12_14__141111_548,user,0,1,map_state_2022_12_14__141111_526.ini
157,2022_12_14__141112_466,user,0,1,map_state_2022_12_14__141112_449.ini
158,2022_12_14__141114_241,user,0,1,map_state_2022_12_14__141114_219.ini
159,2022_12_14__141154_776,user,0,1,map_state_2022_12_14__141154_748.ini
160,2022_12_14__141206_578,user,0,1,map_state_2022_12_14__141206_558.ini
161,2022_12_14__141210_797,user,0,1,map_state_2022_12_14__141210_790.ini
162,2022_12_14__141210_813,user,0,1,map_state_2022_12_14__141210_804.ini
163,2022_12_14__141224_510,user,0,1,map_state_2022_12_14__141224_498.ini
164,2022_12_14__141236_770,user,0,1,map_state_2022_12_14__141236_745.ini
165,2022_12_14__141241_352,user,0,1,map_state_2022_12_14__141241_338.ini
166,2022_12_14__141307_776,user,1,0,
167,2022_12_14__141341_855,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\submap0.ini
168,2022_12_14__141348_776,user,1,0,
169,2022_12_14__141401_915,user,0,1,map_state_2022_12_14__141401_898.ini
170,2022_12_14__141512_762,user,0,1,map_state_2022_12_14__141512_741.ini
171,2022_12_14__141701_309,user,1,0,
172,2022_12_14__141703_471,user,0,1,map_state_2022_12_14__141703_444.ini
173,2022_12_14__141705_302,user,1,0,
174,2022_12_14__141723_953,user,1,0,
175,2022_12_14__141728_899,user,0,1,map_state_2022_12_14__141728_871.ini
176,2022_12_14__141730_863,user,1,0,
177,2022_12_14__152356_210,user,0,1,map_state_2022_12_14__152356_204.ini
178,2022_12_14__152502_939,user,0,1,map_state_2022_12_14__152502_923.ini
179,2022_12_14__152528_743,user,0,1,map_state_2022_12_14__152528_737.ini
180,2022_12_14__152529_148,user,0,1,map_state_2022_12_14__152529_142.ini
181,2022_12_14__152531_818,user,1,0,
182,2022_12_14__152823_276,user,0,1,map_state_2022_12_14__152823_262.ini
183,2022_12_16__095339_705,user,0,1,map_state_2022_12_16__095339_677.ini
184,2022_12_16__095339_748,user,0,1,map_state_2022_12_16__095339_728.ini
185,2022_12_16__095343_645,user,0,1,map_state_2022_12_16__095343_615.ini
186,2022_12_16__095343_686,user,0,1,map_state_2022_12_16__095343_665.ini
187,2022_12_16__100033_312,user,0,1,map_state_2022_12_16__100033_286.ini
188,2022_12_16__100048_976,user,0,1,map_state_2022_12_16__100048_948.ini
189,2022_12_16__100052_331,user,0,1,map_state_2022_12_16__100052_312.ini
190,2022_12_16__100239_261,user,0,1,map_state_2022_12_16__100239_246.ini
191,2022_12_16__100255_766,user,0,1,map_state_2022_12_16__100255_737.ini
192,2022_12_16__100305_226,user,0,1,map_state_2022_12_16__100305_203.ini
193,2022_12_16__100406_438,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\submap0.ini
194,2022_12_16__100410_898,user,1,0,
195,2022_12_16__104054_155,user,0,1,map_state_2022_12_16__104054_130.ini
196,2022_12_16__104059_950,user,0,1,map_state_2022_12_16__104059_925.ini
197,2022_12_16__104141_005,user,1,0,
198,2022_12_16__112128_578,user,1,0,
199,2022_12_16__122103_522,user,1,0,
200,2022_12_19__145632_680,user,0,1,map_state_2022_12_19__145632_675.ini
201,2022_12_19__145743_775,user,0,1,map_state_2022_12_19__145743_768.ini
202,2022_12_19__145747_874,user,0,1,map_state_2022_12_19__145747_866.ini
203,2022_12_19__145846_927,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\maps\submap0.ini
204,2022_12_19__145910_064,user,1,0,
205,2022_12_19__150248_079,user,0,1,map_state_2022_12_19__150248_064.ini
206,2022_12_19__150248_178,user,0,1,map_state_2022_12_19__150248_170.ini
207,2022_12_19__150323_581,user,1,0,
208,2022_12_19__150330_093,user,0,1,map_state_2022_12_19__150330_063.ini
209,2022_12_19__150331_383,user,0,1,map_state_2022_12_19__150331_377.ini
210,2022_12_19__150456_788,user,0,1,map_state_2022_12_19__150456_772.ini
211,2022_12_19__150534_925,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\maps\submap0.ini
212,2022_12_19__150539_194,user,1,0,
213,2022_12_19__150549_646,user,0,1,map_state_2022_12_19__150549_626.ini
214,2022_12_19__160312_395,user,1,0,
215,2022_12_19__160424_639,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\maps\submap0.ini
216,2022_12_19__160434_572,user,1,0,
217,2022_12_19__161450_811,user,0,1,map_state_2022_12_19__161450_800.ini
218,2022_12_19__161450_916,user,0,1,map_state_2022_12_19__161450_909.ini
219,2022_12_19__161513_359,user,0,1,map_state_2022_12_19__161513_345.ini
220,2022_12_19__161513_449,user,0,1,map_state_2022_12_19__161513_439.ini
221,2022_12_19__161611_960,user,0,1,map_state_2022_12_19__161611_946.ini
222,2022_12_19__161650_043,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\maps\submap0.ini
223,2022_12_19__161710_655,user,1,0,
224,2022_12_19__161720_518,user,0,1,map_state_2022_12_19__161720_512.ini
225,2022_12_19__161723_681,user,1,0,
226,2022_12_19__162114_183,user,0,1,map_state_2022_12_19__162114_168.ini
227,2022_12_19__162138_994,user,0,1,map_state_2022_12_19__162138_989.ini
228,2022_12_19__162213_548,user,2,0,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\maps\submap0.ini
229,2022_12_19__162225_897,user,0,1,map_state_2022_12_19__162225_890.ini
230,2022_12_19__162226_793,user,1,0,
231,2023_02_21__144949_449,user,1,0,
232,2023_02_23__132215_047,user,0,1,map_state_2023_02_23__132215_042.ini
