02.05.2023 10:24:34, user, 1, 0, "Paired beacons angle visible", enabled, disabled
02.05.2023 10:24:42, user, 18, 0, add submap, 
02.05.2023 10:24:43, user, 1, 1, "Rotation, degrees", 0.0, 48.0
02.05.2023 10:24:43, user, 1, 1, "Extrapolation", enabled, disabled
02.05.2023 10:24:43, user, 1, 1, "High resolution mode (mm)", enabled, disabled
02.05.2023 10:24:43, user, 1, 0, "Service zones visible", disabled, enabled
02.05.2023 10:24:43, user, 1, 0, "Service zones active", disabled, enabled
02.05.2023 10:24:43, user, 1, 1, "Samples number (1..10)", 3, 0
02.05.2023 10:24:43, user, 1, 1, "Max. distance between updates, m (0.1..2.5)", 0.5, 0.0
02.05.2023 10:24:43, user, 1, 1, "Window of averaging (0..16)", 0, 4
02.05.2023 10:24:43, user, 1, 1, "Distance filter (0..16)", 8, 0
02.05.2023 10:24:43, user, 1, 1, "Max. hedges readout per cycle (1..255)", 10, 0
02.05.2023 10:24:43, user, 1, 1, "Jitter granularity, ms (1..16)", 3, 1
02.05.2023 10:24:43, user, 1, 1, "Jitter area, % (0..50)", 25, 0
02.05.2023 10:24:43, user, 1, 1, "Reset timeout w/o dashboard, min (1..127)", 1, 0
02.05.2023 10:24:43, user, 1, 0, "1D/2D/3D", 1D, none (no beacons)
02.05.2023 10:24:44, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:25:25, user, 7, 0, erase map, 0
02.05.2023 10:25:26, user, 8, 0, load map, C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2023_04_27__1410_autosave.ini
02.05.2023 10:25:26, user, 1, 1, "Intermediate frequency (ID), kHz", 0, 203
02.05.2023 10:25:26, user, 1, 1, "Deviation frequency, kHz", 0.000, 47.607
02.05.2023 10:25:26, user, 1, 1, "Channel bandwidth, kHz", 30.093, 325.000
02.05.2023 10:25:27, user, 1, 1, "Device address (1..254)", 1, 0
02.05.2023 10:25:40, user, 11, 1, device wake, 
02.05.2023 10:25:40, user, 11, 2, device wake, 
02.05.2023 10:25:40, user, 11, 3, device wake, 
02.05.2023 10:25:40, user, 11, 4, device wake, 
02.05.2023 10:25:40, user, 11, 7, device wake, 
02.05.2023 10:25:40, user, 11, 8, device wake, 
02.05.2023 10:25:48, user, 11, 10, device wake, 
02.05.2023 10:25:48, user, 11, 10, device wake, 
02.05.2023 10:25:56, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:25:58, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:00, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:02, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:04, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:05, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:13, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:14, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:21, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:23, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:24, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:28, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:29, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:30, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:34, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:35, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:40, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:44, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:45, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:49, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:26:55, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:26:56, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:27:02, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:27:04, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:27:11, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:27:13, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:27:14, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:27:18, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:27:35, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:27:36, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:27:37, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:27:39, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:27:41, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:27:42, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:27:44, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:27:45, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:27:52, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:27:54, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:27:58, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:28:05, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:28:15, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:28:16, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:28:21, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:28:23, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:28:31, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:28:37, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:28:38, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:28:40, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:28:44, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:28:45, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:28:53, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:28:54, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:28:57, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:28:57, user, 7, 0, erase map, 0
02.05.2023 10:28:57, user, 8, 0, load map, C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2023_05_02__0952_autosave.ini
02.05.2023 10:28:57, user, 1, 1, "Window of averaging (0..16)", 4, 0
02.05.2023 10:28:57, user, 1, 1, "Extrapolation", disabled, enabled
02.05.2023 10:28:57, user, 1, 1, "High resolution mode (mm)", disabled, enabled
02.05.2023 10:28:57, user, 1, 0, "Service zones visible", enabled, disabled
02.05.2023 10:28:57, user, 1, 0, "Service zones active", enabled, disabled
02.05.2023 10:28:57, user, 1, 1, "Jitter granularity, ms (1..16)", 1, 3
02.05.2023 10:28:57, user, 1, 1, "Jitter area, % (0..50)", 0, 25
02.05.2023 10:28:57, user, 1, 1, "Intermediate frequency (ID), kHz", 0, 203
02.05.2023 10:28:57, user, 1, 1, "Deviation frequency, kHz", 0.000, 47.607
02.05.2023 10:28:57, user, 1, 1, "Channel bandwidth, kHz", 30.093, 325.000
02.05.2023 10:28:57, user, 11, 1, device wake, 
02.05.2023 10:28:57, user, 11, 2, device wake, 
02.05.2023 10:28:57, user, 11, 3, device wake, 
02.05.2023 10:28:57, user, 11, 4, device wake, 
02.05.2023 10:28:57, user, 11, 7, device wake, 
02.05.2023 10:28:57, user, 11, 8, device wake, 
02.05.2023 10:29:03, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:29:04, user, 1, 1, "Extrapolation", enabled, disabled
02.05.2023 10:29:04, user, 1, 1, "High resolution mode (mm)", enabled, disabled
02.05.2023 10:29:04, user, 1, 0, "Service zones visible", disabled, enabled
02.05.2023 10:29:04, user, 1, 0, "Service zones active", disabled, enabled
02.05.2023 10:29:04, user, 1, 1, "Window of averaging (0..16)", 0, 4
02.05.2023 10:29:04, user, 1, 1, "Jitter granularity, ms (1..16)", 3, 1
02.05.2023 10:29:04, user, 1, 1, "Jitter area, % (0..50)", 25, 0
02.05.2023 10:29:12, user, 11, 2, device wake, 
02.05.2023 10:29:12, user, 11, 3, device wake, 
02.05.2023 10:29:12, user, 11, 4, device wake, 
02.05.2023 10:29:12, user, 11, 7, device wake, 
02.05.2023 10:29:12, user, 11, 8, device wake, 
02.05.2023 10:29:16, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:29:20, user, 18, 0, add submap, 
02.05.2023 10:29:20, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:29:25, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:29:27, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:29:28, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:29:29, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:29:31, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:29:32, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:29:49, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:29:51, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:29:55, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:29:56, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:29:59, user, 7, 0, erase map, 0
02.05.2023 10:29:59, user, 8, 0, load map, C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2023_05_02__0952_autosave.ini
02.05.2023 10:29:59, user, 1, 1, "Window of averaging (0..16)", 4, 0
02.05.2023 10:29:59, user, 1, 1, "Extrapolation", disabled, enabled
02.05.2023 10:29:59, user, 1, 1, "High resolution mode (mm)", disabled, enabled
02.05.2023 10:29:59, user, 1, 0, "Service zones visible", enabled, disabled
02.05.2023 10:29:59, user, 1, 0, "Service zones active", enabled, disabled
02.05.2023 10:29:59, user, 1, 1, "Jitter granularity, ms (1..16)", 1, 3
02.05.2023 10:29:59, user, 1, 1, "Jitter area, % (0..50)", 0, 25
02.05.2023 10:29:59, user, 1, 1, "Intermediate frequency (ID), kHz", 0, 203
02.05.2023 10:29:59, user, 1, 1, "Deviation frequency, kHz", 0.000, 47.607
02.05.2023 10:29:59, user, 1, 1, "Channel bandwidth, kHz", 30.093, 325.000
02.05.2023 10:29:59, user, 11, 1, device wake, 
02.05.2023 10:29:59, user, 11, 2, device wake, 
02.05.2023 10:29:59, user, 11, 3, device wake, 
02.05.2023 10:29:59, user, 11, 4, device wake, 
02.05.2023 10:29:59, user, 11, 7, device wake, 
02.05.2023 10:29:59, user, 11, 8, device wake, 
02.05.2023 10:30:04, user, 1, 1, "Extrapolation", enabled, disabled
02.05.2023 10:30:04, user, 1, 1, "High resolution mode (mm)", enabled, disabled
02.05.2023 10:30:04, user, 1, 0, "Service zones visible", disabled, enabled
02.05.2023 10:30:04, user, 1, 0, "Service zones active", disabled, enabled
02.05.2023 10:30:04, user, 1, 1, "Window of averaging (0..16)", 0, 4
02.05.2023 10:30:04, user, 1, 1, "Jitter granularity, ms (1..16)", 3, 1
02.05.2023 10:30:04, user, 1, 1, "Jitter area, % (0..50)", 25, 0
02.05.2023 10:30:13, user, 11, 7, device wake, 
02.05.2023 10:30:13, user, 11, 8, device wake, 
02.05.2023 10:30:17, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:30:19, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:30:19, user, 18, 0, add submap, 
02.05.2023 10:30:34, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:30:35, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:30:36, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:30:38, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:30:39, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:30:41, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:30:44, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:30:46, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:30:48, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:30:49, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:30:57, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:31:00, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:31:02, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:31:04, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:31:05, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:31:07, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:31:10, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:31:12, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:31:13, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:31:15, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:31:21, user, 16, 1, add to submap, 0
02.05.2023 10:31:21, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:31:25, user, 16, 2, add to submap, 0
02.05.2023 10:31:27, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:31:28, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:31:28, user, 16, 3, add to submap, 0
02.05.2023 10:31:29, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:31:30, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:31:32, user, 16, 4, add to submap, 0
02.05.2023 10:31:32, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:31:35, user, 1, 0, "Submap rotation, degrees (-360.00..360.00)", 0.00, 1.00
02.05.2023 10:31:35, user, 1, 1, "Rotation, degrees", 176.0, 48.0
02.05.2023 10:31:35, user, 1, 0, "Submap rotation, degrees (-360.00..360.00)", 1.00, 2.00
02.05.2023 10:31:36, user, 1, 0, "Submap rotation, degrees (-360.00..360.00)", 2.00, 3.00
02.05.2023 10:31:36, user, 1, 0, "Submap rotation, degrees (-360.00..360.00)", 3.00, 4.00
02.05.2023 10:31:36, user, 1, 0, "Submap rotation, degrees (-360.00..360.00)", 4.00, 3.00
02.05.2023 10:31:36, user, 1, 0, "Submap rotation, degrees (-360.00..360.00)", 3.00, 2.00
02.05.2023 10:31:36, user, 1, 0, "Submap rotation, degrees (-360.00..360.00)", 2.00, 1.00
02.05.2023 10:31:36, user, 1, 0, "Submap rotation, degrees (-360.00..360.00)", 1.00, 0.00
02.05.2023 10:31:36, user, 1, 0, "Submap rotation, degrees (-360.00..360.00)", 0.00, -1.00
02.05.2023 10:31:39, user, 1, 1, "Rotation, degrees", 48.0, 176.0
02.05.2023 10:31:41, user, 1, 1, "Rotation, degrees", 176.0, 48.0
