14.12.2022 13:22:26, user, 1, 0, "Paired beacons angle visible", enabled, disabled
14.12.2022 13:22:49, user, 1, 1, "Location update rate", 16 Hz, 8 Hz
14.12.2022 13:22:49, user, 1, 1, "Extrapolation", enabled, disabled
14.12.2022 13:22:50, user, 1, 0, "Service zones visible", disabled, enabled
14.12.2022 13:22:50, user, 1, 0, "Service zones active", disabled, enabled
14.12.2022 13:22:50, user, 1, 1, "Samples number (1..10)", 3, 0
14.12.2022 13:22:50, user, 1, 1, "Max. distance between updates, m (0.1..2.5)", 0.5, 0.0
14.12.2022 13:22:50, user, 1, 1, "Window of averaging (0..16)", 0, 4
14.12.2022 13:22:50, user, 1, 1, "Distance filter (0..16)", 8, 0
14.12.2022 13:22:50, user, 1, 1, "Max. hedges readout per cycle (1..255)", 10, 0
14.12.2022 13:22:50, user, 1, 1, "Jitter granularity, ms (1..16)", 3, 1
14.12.2022 13:22:50, user, 1, 1, "Jitter area, % (0..50)", 25, 0
14.12.2022 13:22:50, user, 1, 1, "Reset timeout w/o dashboard, min (1..127)", 1, 0
14.12.2022 13:22:51, user, 1, 1, "Rotation, degrees", 0.0, 176.0
14.12.2022 13:22:55, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:22:56, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:22:57, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:23:00, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:23:02, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:23:16, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:23:17, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:23:20, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:23:21, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:23:22, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:23:29, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:23:36, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:24:16, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:24:23, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:24:24, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:24:32, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:24:33, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:24:50, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:24:52, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:24:56, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:27:54, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:28:25, user, 3, 0, submap freeze, 0
14.12.2022 13:28:25, user, 2, 0, map freeze, 0
14.12.2022 13:28:26, user, 3, 0, submap freeze, 1
14.12.2022 13:28:27, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:28:28, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:28:29, user, 3, 0, submap freeze, 0
14.12.2022 13:28:31, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:28:32, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:28:34, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:28:38, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:28:42, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:28:43, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:28:47, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:28:48, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:28:50, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:28:53, user, 1, 1, "Rotation, degrees", 176.0, 48.0
14.12.2022 13:29:14, user, 7, 0, erase map, 0
14.12.2022 13:29:15, user, 8, 0, load map, C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\submap0.ini
14.12.2022 13:29:15, user, 1, 1, "Intermediate frequency (ID), kHz", 0, 203
14.12.2022 13:29:15, user, 1, 1, "Deviation frequency, kHz", 0.000, 47.607
14.12.2022 13:29:15, user, 1, 1, "Channel bandwidth, kHz", 30.093, 325.000
14.12.2022 13:29:19, user, 1, 1, "Rotation, degrees", 48.0, 176.0
14.12.2022 13:29:25, user, 1, 0, "1D/2D/3D", 1D, none (no beacons)
14.12.2022 13:29:35, user, 7, 0, erase map, 0
14.12.2022 13:29:35, user, 8, 0, load map, C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\submap0.ini
14.12.2022 13:29:35, user, 1, 1, "Intermediate frequency (ID), kHz", 0, 203
14.12.2022 13:29:35, user, 1, 1, "Deviation frequency, kHz", 0.000, 47.607
14.12.2022 13:29:35, user, 1, 1, "Channel bandwidth, kHz", 30.093, 325.000
14.12.2022 13:29:35, user, 11, 1, device wake, 
14.12.2022 13:29:35, user, 11, 2, device wake, 
