05.04.2023 11:12:58, user, 1, 0, "Paired beacons angle visible", enabled, disabled
05.04.2023 11:13:04, user, 1, 1, "Rotation, degrees", 0.0, 48.0
05.04.2023 11:13:04, user, 1, 1, "Location update rate", 16 Hz, 8 Hz
05.04.2023 11:13:04, user, 1, 1, "Extrapolation", enabled, disabled
05.04.2023 11:13:05, user, 1, 0, "Service zones visible", disabled, enabled
05.04.2023 11:13:05, user, 1, 0, "Service zones active", disabled, enabled
05.04.2023 11:13:05, user, 1, 1, "Samples number (1..10)", 3, 0
05.04.2023 11:13:05, user, 1, 1, "Max. distance between updates, m (0.1..2.5)", 0.5, 0.0
05.04.2023 11:13:05, user, 1, 1, "Window of averaging (0..16)", 0, 4
05.04.2023 11:13:05, user, 1, 1, "Distance filter (0..16)", 8, 0
05.04.2023 11:13:05, user, 1, 1, "Max. hedges readout per cycle (1..255)", 10, 0
05.04.2023 11:13:05, user, 1, 1, "Jitter granularity, ms (1..16)", 3, 1
05.04.2023 11:13:05, user, 1, 1, "Jitter area, % (0..50)", 25, 0
05.04.2023 11:13:05, user, 1, 1, "Reset timeout w/o dashboard, min (1..127)", 1, 0
05.04.2023 11:13:11, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 11:13:17, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 11:13:18, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 11:13:25, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 11:13:27, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 11:13:28, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 11:13:30, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 11:13:35, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 11:13:36, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 11:13:40, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 11:13:42, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 11:13:44, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 11:13:47, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 11:13:49, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05/04/2023 11:14:15, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05/04/2023 11:14:18, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05/04/2023 11:14:27, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05/04/2023 11:14:28, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05/04/2023 11:14:42, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05/04/2023 11:14:43, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05/04/2023 11:15:00, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05/04/2023 11:15:03, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05/04/2023 11:15:08, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05/04/2023 11:15:12, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05/04/2023 11:16:07, user, 1, 19, "Rotation, degrees", 48.0, 0.0
