05.04.2023 15:17:37, user, 1, 0, "Paired beacons angle visible", enabled, disabled
05.04.2023 15:17:43, user, 1, 1, "Rotation, degrees", 0.0, 176.0
05.04.2023 15:17:43, user, 1, 1, "Location update rate", 16 Hz, 8 Hz
05.04.2023 15:17:43, user, 1, 1, "Extrapolation", enabled, disabled
05.04.2023 15:17:43, user, 1, 0, "Service zones visible", disabled, enabled
05.04.2023 15:17:43, user, 1, 0, "Service zones active", disabled, enabled
05.04.2023 15:17:43, user, 1, 1, "Samples number (1..10)", 3, 0
05.04.2023 15:17:43, user, 1, 1, "Max. distance between updates, m (0.1..2.5)", 0.5, 0.0
05.04.2023 15:17:43, user, 1, 1, "Window of averaging (0..16)", 0, 4
05.04.2023 15:17:43, user, 1, 1, "Distance filter (0..16)", 8, 0
05.04.2023 15:17:43, user, 1, 1, "Max. hedges readout per cycle (1..255)", 10, 0
05.04.2023 15:17:43, user, 1, 1, "Jitter granularity, ms (1..16)", 3, 1
05.04.2023 15:17:43, user, 1, 1, "Jitter area, % (0..50)", 25, 0
05.04.2023 15:17:43, user, 1, 1, "Reset timeout w/o dashboard, min (1..127)", 1, 0
05.04.2023 15:17:48, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 15:17:49, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 15:17:55, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 15:17:56, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 15:17:59, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 15:18:00, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 15:18:01, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 15:18:02, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 15:18:10, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 15:18:11, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 15:18:20, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 15:18:24, user, 1, 1, "Rotation, degrees", 48.0, 176.0
05.04.2023 15:18:26, user, 1, 1, "Rotation, degrees", 176.0, 48.0
05.04.2023 15:18:29, user, 1, 1, "Rotation, degrees", 48.0, 176.0
