12.05.2023 10:35:08, user, 1, 0, "Paired beacons angle visible", enabled, disabled
12.05.2023 10:35:11, user, 1, 1, "Rotation, degrees", 0.0, 176.0
12.05.2023 10:35:11, user, 1, 1, "Extrapolation", enabled, disabled
12.05.2023 10:35:11, user, 1, 1, "High resolution mode (mm)", enabled, disabled
12.05.2023 10:35:11, user, 1, 0, "Service zones visible", disabled, enabled
12.05.2023 10:35:11, user, 1, 0, "Service zones active", disabled, enabled
12.05.2023 10:35:11, user, 1, 1, "Samples number (1..10)", 3, 0
12.05.2023 10:35:11, user, 1, 1, "Max. distance between updates, m (0.1..2.5)", 0.5, 0.0
12.05.2023 10:35:11, user, 1, 1, "Window of averaging (0..16)", 0, 4
12.05.2023 10:35:11, user, 1, 1, "Distance filter (0..16)", 8, 0
12.05.2023 10:35:11, user, 1, 1, "Max. hedges readout per cycle (1..255)", 10, 0
12.05.2023 10:35:11, user, 1, 1, "Jitter granularity, ms (1..16)", 3, 1
12.05.2023 10:35:11, user, 1, 1, "Jitter area, % (0..50)", 25, 0
12.05.2023 10:35:11, user, 1, 1, "Reset timeout w/o dashboard, min (1..127)", 1, 0
12.05.2023 10:35:21, user, 1, 1, "Rotation, degrees", 176.0, 48.0
12.05.2023 10:35:22, user, 1, 1, "Rotation, degrees", 48.0, 176.0
12.05.2023 10:35:24, user, 1, 1, "Rotation, degrees", 176.0, 48.0
12.05.2023 10:35:30, user, 1, 1, "Rotation, degrees", 48.0, 176.0
12.05.2023 10:35:32, user, 1, 1, "Rotation, degrees", 176.0, 48.0
12.05.2023 10:35:37, user, 1, 1, "Rotation, degrees", 48.0, 176.0
12.05.2023 10:35:41, user, 1, 1, "Rotation, degrees", 176.0, 48.0
12.05.2023 10:35:44, user, 1, 1, "Rotation, degrees", 48.0, 176.0
12.05.2023 10:35:48, user, 1, 1, "Rotation, degrees", 176.0, 48.0
12.05.2023 10:35:53, user, 1, 1, "Rotation, degrees", 48.0, 176.0
12.05.2023 10:35:54, user, 1, 1, "Rotation, degrees", 176.0, 48.0
12.05.2023 10:36:00, user, 1, 1, "Rotation, degrees", 48.0, 176.0
12.05.2023 10:36:02, user, 1, 1, "Rotation, degrees", 176.0, 48.0
12.05.2023 10:36:06, user, 1, 1, "Rotation, degrees", 48.0, 176.0
12.05.2023 10:36:10, user, 1, 1, "Rotation, degrees", 176.0, 48.0
12.05.2023 10:36:14, user, 1, 1, "Rotation, degrees", 48.0, 176.0
