16.12.2022 15:26:09, user, 1, 0, "Paired beacons angle visible", enabled, disabled
16.12.2022 15:26:19, user, 1, 6, "Power save functions", disabled, enabled / active
16.12.2022 15:26:20, user, 1, 6, "Power save functions", enabled / active, disabled
16.12.2022 15:28:35, user, 1, 6, "Ax zero", 0, -972
16.12.2022 15:28:35, user, 1, 6, "Ay zero", 0, 8
16.12.2022 15:28:35, user, 1, 6, "Az zero", 0, 259
16.12.2022 15:28:35, user, 1, 6, "Ax K", 1.000, 100500.000
16.12.2022 15:28:35, user, 1, 6, "Ay K", 1.000, 100500.000
16.12.2022 15:28:35, user, 1, 6, "Az K", 1.000, 100500.000
16.12.2022 15:28:48, user, 1, 6, "Ax zero", -972, 0
16.12.2022 15:28:48, user, 1, 6, "Ay zero", 8, 0
16.12.2022 15:28:48, user, 1, 6, "Az zero", 259, 0
16.12.2022 15:28:48, user, 1, 6, "Ax K", 100500.000, 1.000
16.12.2022 15:28:48, user, 1, 6, "Ay K", 100500.000, 1.000
16.12.2022 15:28:48, user, 1, 6, "Az K", 100500.000, 1.000
16.12.2022 15:32:22, user, 1, 6, "Ay zero", 0, 4
16.12.2022 15:32:22, user, 1, 6, "Az zero", 0, 38
16.12.2022 15:32:22, user, 1, 6, "Ax K", 1.000, 1.002
16.12.2022 15:32:22, user, 1, 6, "Ay K", 1.000, 0.996
16.12.2022 15:32:22, user, 1, 6, "Az K", 1.000, 0.995
