T2022_12_19__160312_413,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\maps\map_2022_12_19__1603_autosave.ini
T2022_12_19__160318_988,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\maps\map_2022_12_19__1603_autosave.ini
1671465798988,23064,56511,2,0.001,0.000,0.000,255,0,0,0,0
