1670941283461,0,330141,4,9.387,0.000,2.220,255,0,0,0,0
1670941283461,0,330141,2,0.000,-3.685,2.220,255,0,0,0,0
1670941283461,0,330141,1,9.387,-3.685,2.220,255,0,0,0,0
1670941283462,1,330142,3,0.000,0.000,2.220,255,0,0,0,0
T2022_12_13__142123_507,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1421_autosave.ini
T2022_12_13__142133_487,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1421_autosave.ini
1670941293487,10025,340167,4,9.387,0.000,2.220,255,0,0,0,0
1670941293487,0,340167,2,0.000,-3.685,2.220,255,0,0,0,0
1670941293487,0,340167,1,9.387,-3.685,2.220,255,0,0,0,0
1670941293487,0,340167,3,0.000,0.000,2.220,255,0,0,0,0
1670941303513,10026,350193,1,9.387,-3.685,2.220,255,0,0,0,0
1670941303513,0,350193,3,0.000,0.000,2.220,255,0,0,0,0
1670941303513,0,350193,4,9.387,0.000,2.220,255,0,0,0,0
1670941303513,0,350193,2,0.000,-3.685,2.220,255,0,0,0,0
1670941313520,10007,360200,4,9.387,0.000,2.220,255,0,0,0,0
1670941313521,1,360201,2,0.000,-3.685,2.220,255,0,0,0,0
1670941313521,0,360201,1,9.387,-3.685,2.220,255,0,0,0,0
1670941313521,0,360201,3,0.000,0.000,2.220,255,0,0,0,0
1670941323522,10001,370202,1,9.387,-3.685,2.220,255,0,0,0,0
1670941323522,0,370202,3,0.000,0.000,2.220,255,0,0,0,0
1670941323522,0,370202,4,9.387,0.000,2.220,255,0,0,0,0
1670941323523,1,370203,2,0.000,-3.685,2.220,255,0,0,0,0
1670941333528,10005,380208,1,9.387,-3.685,2.220,255,0,0,0,0
1670941333528,0,380208,3,0.000,0.000,2.220,255,0,0,0,0
1670941333528,0,380208,4,9.387,0.000,2.220,255,0,0,0,0
1670941333528,0,380208,2,0.000,-3.685,2.220,255,0,0,0,0
1670941343782,10254,390462,4,9.387,0.000,2.220,255,0,0,0,0
1670941343782,0,390462,2,0.000,-3.685,2.220,255,0,0,0,0
1670941343783,1,390463,1,9.387,-3.685,2.220,255,0,0,0,0
1670941343783,0,390463,3,0.000,0.000,2.220,255,0,0,0,0
1670941353799,10016,400479,1,9.387,-3.685,2.220,255,0,0,0,0
1670941353800,1,400480,3,0.000,0.000,2.220,255,0,0,0,0
1670941353800,0,400480,4,9.387,0.000,2.220,255,0,0,0,0
1670941353800,0,400480,2,0.000,-3.685,2.220,255,0,0,0,0
1670941363800,10000,410480,4,9.387,0.000,2.220,255,0,0,0,0
1670941363801,1,410481,2,0.000,-3.685,2.220,255,0,0,0,0
1670941363801,0,410481,1,9.387,-3.685,2.220,255,0,0,0,0
1670941363801,0,410481,3,0.000,0.000,2.220,255,0,0,0,0
1670941373841,10040,420521,1,9.387,-3.685,2.220,255,0,0,0,0
1670941373841,0,420521,3,0.000,0.000,2.220,255,0,0,0,0
1670941373841,0,420521,4,9.387,0.000,2.220,255,0,0,0,0
1670941373841,0,420521,2,0.000,-3.685,2.220,255,0,0,0,0
1670941384115,10274,430795,4,9.387,0.000,2.220,255,0,0,0,0
1670941384115,0,430795,2,0.000,-3.685,2.220,255,0,0,0,0
1670941384116,1,430796,1,9.387,-3.685,2.220,255,0,0,0,0
1670941384116,0,430796,3,0.000,0.000,2.220,255,0,0,0,0
1670941394373,10257,441053,1,9.387,-3.685,2.220,255,0,0,0,0
1670941394373,0,441053,3,0.000,0.000,2.220,255,0,0,0,0
1670941394373,0,441053,4,9.387,0.000,2.220,255,0,0,0,0
1670941394373,0,441053,2,0.000,-3.685,2.220,255,0,0,0,0
1670941404671,10298,451351,4,9.387,0.000,2.220,255,0,0,0,0
1670941404671,0,451351,2,0.000,-3.685,2.220,255,0,0,0,0
1670941404671,0,451351,1,9.387,-3.685,2.220,255,0,0,0,0
1670941404671,0,451351,3,0.000,0.000,2.220,255,0,0,0,0
1670941415626,10955,462306,1,9.387,-3.685,2.220,255,0,0,0,0
1670941415626,0,462306,3,0.000,0.000,2.220,255,0,0,0,0
1670941415626,0,462306,4,9.387,0.000,2.220,255,0,0,0,0
1670941415626,0,462306,2,0.000,-3.685,2.220,255,0,0,0,0
1670941426122,10496,472802,1,9.387,-3.685,2.220,255,0,0,0,0
