T2022_12_13__153430_142,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1534_autosave.ini
T2022_12_13__153435_257,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1534_autosave.ini
1670945675257,10015,676318,4,9.387,0.000,2.220,255,0,0,0,0
1670945675257,0,676318,2,0.000,-3.685,2.220,255,0,0,0,0
1670945675257,0,676318,1,9.387,-3.685,2.220,255,0,0,0,0
1670945675257,0,676318,3,0.000,0.000,2.220,255,0,0,0,0
1670945685286,10029,686347,1,9.387,-3.685,2.220,255,0,0,0,0
1670945685286,0,686347,3,0.000,0.000,2.220,255,0,0,0,0
1670945685286,0,686347,4,9.387,0.000,2.220,255,0,0,0,0
1670945685286,0,686347,2,0.000,-3.685,2.220,255,0,0,0,0
1670945695287,10001,696348,4,9.387,0.000,2.220,255,0,0,0,0
1670945695287,0,696348,2,0.000,-3.685,2.220,255,0,0,0,0
1670945695287,0,696348,1,9.387,-3.685,2.220,255,0,0,0,0
1670945695287,0,696348,3,0.000,0.000,2.220,255,0,0,0,0
1670945705315,10028,706376,1,9.387,-3.685,2.220,255,0,0,0,0
1670945705315,0,706376,3,0.000,0.000,2.220,255,0,0,0,0
1670945705315,0,706376,4,9.387,0.000,2.220,255,0,0,0,0
1670945705315,0,706376,2,0.000,-3.685,2.220,255,0,0,0,0
1670945715328,10013,716389,1,9.387,-3.685,2.220,255,0,0,0,0
1670945715328,0,716389,3,0.000,0.000,2.220,255,0,0,0,0
1670945715328,0,716389,4,9.387,0.000,2.220,255,0,0,0,0
1670945715328,0,716389,2,0.000,-3.685,2.220,255,0,0,0,0
1670945725387,10059,726448,4,9.387,0.000,2.220,255,0,0,0,0
1670945725387,0,726448,2,0.000,-3.685,2.220,255,0,0,0,0
1670945725387,0,726448,1,9.387,-3.685,2.220,255,0,0,0,0
1670945725387,0,726448,3,0.000,0.000,2.220,255,0,0,0,0
1670945735413,10026,736474,1,9.387,-3.685,2.220,255,0,0,0,0
1670945735413,0,736474,3,0.000,0.000,2.220,255,0,0,0,0
1670945735413,0,736474,4,9.387,0.000,2.220,255,0,0,0,0
1670945735413,0,736474,2,0.000,-3.685,2.220,255,0,0,0,0
1670945745426,10013,746487,1,9.387,-3.685,2.220,255,0,0,0,0
1670945745426,0,746487,3,0.000,0.000,2.220,255,0,0,0,0
1670945745426,0,746487,4,9.387,0.000,2.220,255,0,0,0,0
1670945745426,0,746487,2,0.000,-3.685,2.220,255,0,0,0,0
1670945755455,10029,756516,1,9.387,-3.685,2.220,255,0,0,0,0
1670945755455,0,756516,3,0.000,0.000,2.220,255,0,0,0,0
1670945755455,0,756516,4,9.387,0.000,2.220,255,0,0,0,0
1670945755455,0,756516,2,0.000,-3.685,2.220,255,0,0,0,0
1670945765457,10002,766518,4,9.387,0.000,2.220,255,0,0,0,0
1670945765457,0,766518,2,0.000,-3.685,2.220,255,0,0,0,0
1670945765457,0,766518,1,9.387,-3.685,2.220,255,0,0,0,0
1670945765457,0,766518,3,0.000,0.000,2.220,255,0,0,0,0
1670945775476,10019,776537,1,9.387,-3.685,2.220,255,0,0,0,0
1670945775476,0,776537,3,0.000,0.000,2.220,255,0,0,0,0
1670945775476,0,776537,4,9.387,0.000,2.220,255,0,0,0,0
1670945775476,0,776537,2,0.000,-3.685,2.220,255,0,0,0,0
1670945785490,10014,786551,4,9.387,0.000,2.220,255,0,0,0,0
1670945785490,0,786551,2,0.000,-3.685,2.220,255,0,0,0,0
1670945785490,0,786551,1,9.387,-3.685,2.220,255,0,0,0,0
1670945785490,0,786551,3,0.000,0.000,2.220,255,0,0,0,0
1670945795513,10023,796574,1,9.387,-3.685,2.220,255,0,0,0,0
1670945795513,0,796574,3,0.000,0.000,2.220,255,0,0,0,0
1670945795513,0,796574,4,9.387,0.000,2.220,255,0,0,0,0
1670945795513,0,796574,2,0.000,-3.685,2.220,255,0,0,0,0
1670945805529,10016,806590,1,9.387,-3.685,2.220,255,0,0,0,0
1670945805529,0,806590,3,0.000,0.000,2.220,255,0,0,0,0
1670945805529,0,806590,4,9.387,0.000,2.220,255,0,0,0,0
1670945805529,0,806590,2,0.000,-3.685,2.220,255,0,0,0,0
1670945815537,10008,816598,4,9.387,0.000,2.220,255,0,0,0,0
1670945815537,0,816598,2,0.000,-3.685,2.220,255,0,0,0,0
1670945815537,0,816598,1,9.387,-3.685,2.220,255,0,0,0,0
1670945815537,0,816598,3,0.000,0.000,2.220,255,0,0,0,0
1670945825567,10030,826628,4,9.387,0.000,2.220,255,0,0,0,0
1670945825567,0,826628,2,0.000,-3.685,2.220,255,0,0,0,0
1670945825567,0,826628,1,9.387,-3.685,2.220,255,0,0,0,0
