1680533713119,77,160621,5,3.405,-1.121,0.000,1,3.324,2,6.946,3,7.141,4,3.610,255,1,0,0,0
1680533713206,87,160708,5,3.405,-1.121,0.000,1,3.324,2,6.946,3,7.141,4,3.610,255,1,0,0,0
1680533713256,50,160758,5,3.405,-1.121,0.000,1,3.324,2,6.946,3,7.141,4,3.610,255,1,0,0,0
1680533713288,32,160790,5,3.405,-1.121,0.000,1,3.324,2,6.946,3,7.141,4,3.610,255,1,0,0,0
1680533713345,57,160847,5,3.405,-1.121,0.000,1,3.324,2,6.946,3,7.141,4,3.610,255,1,0,0,0
1680533713459,114,160961,5,3.400,-1.110,0.000,1,3.324,2,6.946,3,7.141,4,3.610,255,1,0,0,0
1680533713488,29,160990,5,3.400,-1.110,0.000,1,3.324,2,6.940,3,7.141,4,3.610,255,1,0,0,0
1680533713517,29,161019,5,3.400,-1.110,0.000,1,3.324,2,6.940,3,7.141,4,3.610,255,1,0,0,0
1680533713702,185,161204,5,3.400,-1.110,0.000,1,3.324,2,6.940,3,7.141,4,3.610,255,1,0,0,0
1680533713732,30,161234,5,3.400,-1.110,0.000,1,3.324,2,6.940,3,7.141,4,3.610,255,1,0,0,0
1680533713893,161,161395,5,3.400,-1.096,0.000,1,3.318,2,6.944,3,7.141,4,3.616,255,1,0,0,0
1680533713993,100,161495,5,3.400,-1.096,0.000,1,3.324,2,6.940,3,7.144,4,3.610,255,1,0,0,0
1680533714011,18,161513,5,3.400,-1.096,0.000,1,3.324,2,6.940,3,7.144,4,3.610,255,1,0,0,0
1680533714076,65,161578,5,3.395,-1.097,0.000,1,3.324,2,6.940,3,7.144,4,3.610,255,1,0,0,0
1680533714286,210,161788,5,3.395,-1.097,0.000,1,3.324,2,6.940,3,7.144,4,3.610,255,1,0,0,0
1680533714334,48,161836,5,3.395,-1.097,0.000,1,3.324,2,6.940,3,7.144,4,3.610,255,1,0,0,0
1680533714346,12,161848,5,3.395,-1.103,0.000,1,3.324,2,6.940,3,7.144,4,3.610,255,1,0,0,0
1680533714375,29,161877,5,3.395,-1.103,0.000,1,3.324,2,6.940,3,7.144,4,3.610,255,1,0,0,0
1680533714468,93,161970,5,3.395,-1.103,0.000,1,3.324,2,6.940,3,7.144,4,3.610,255,1,0,0,0
1680533714557,89,162059,5,3.395,-1.111,0.000,1,3.324,2,6.940,3,7.144,4,3.610,255,1,0,0,0
T2023_04_03__145514_593,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2023_04_03__1455_autosave.ini
T2023_04_03__145518_207,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2023_04_03__1455_autosave.ini
1680533718208,3651,165710,5,3.395,-1.111,0.000,1,3.324,2,6.940,3,7.135,4,3.610,255,1,0,0,0
1680533718264,56,165766,5,3.395,-1.111,0.000,1,3.324,2,6.940,3,7.135,4,3.610,255,1,0,0,0
