T2022_12_14__141307_793,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\map_2022_12_14__1413_autosave.ini
T2022_12_14__141323_593,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\submap0.ini
