1670948734367,10220,2474649,5,4.660,-2.510,0.000,255,0,0,0,0
1670948734367,0,2474649,3,0.000,-0.005,2.220,255,0,0,0,0
1670948734367,0,2474649,4,9.387,-0.005,2.220,255,0,0,0,0
1670948734367,0,2474649,1,9.387,-3.690,2.220,255,0,0,0,0
1670948734367,0,2474649,2,0.000,-3.690,2.220,255,0,0,0,0
T2022_12_13__162544_447,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1625_autosave.ini
1670948744447,10080,2484729,5,4.660,-2.510,0.000,255,0,0,0,0
1670948744447,0,2484729,3,0.000,-0.005,2.220,255,0,0,0,0
1670948744447,0,2484729,4,9.387,-0.005,2.220,255,0,0,0,0
1670948744447,0,2484729,1,9.387,-3.690,2.220,255,0,0,0,0
1670948744447,0,2484729,2,0.000,-3.690,2.220,255,0,0,0,0
1670948754473,10026,2494755,3,0.000,-0.005,2.220,255,0,0,0,0
1670948754473,0,2494755,4,9.387,-0.005,2.220,255,0,0,0,0
1670948754473,0,2494755,1,9.387,-3.690,2.220,255,0,0,0,0
1670948754473,0,2494755,2,0.000,-3.690,2.220,255,0,0,0,0
1670948754473,0,2494755,5,4.660,-2.510,0.000,255,0,0,0,0
1670948764558,10085,2504840,3,0.000,-0.005,2.220,255,0,0,0,0
1670948764558,0,2504840,4,9.387,-0.005,2.220,255,0,0,0,0
1670948764558,0,2504840,1,9.387,-3.690,2.220,255,0,0,0,0
1670948764558,0,2504840,2,0.000,-3.690,2.220,255,0,0,0,0
1670948764558,0,2504840,5,4.660,-2.510,0.000,255,0,0,0,0
1670948774583,10025,2514865,5,4.660,-2.510,0.000,255,0,0,0,0
1670948774583,0,2514865,3,0.000,-0.005,2.220,255,0,0,0,0
1670948774583,0,2514865,4,9.387,-0.005,2.220,255,0,0,0,0
1670948774583,0,2514865,1,9.387,-3.690,2.220,255,0,0,0,0
1670948774584,1,2514866,2,0.000,-3.690,2.220,255,0,0,0,0
1670948784633,10049,2524915,5,4.660,-2.510,0.000,255,0,0,0,0
1670948784633,0,2524915,3,0.000,-0.005,2.220,255,0,0,0,0
1670948784633,0,2524915,4,9.387,-0.005,2.220,255,0,0,0,0
1670948784633,0,2524915,1,9.387,-3.690,2.220,255,0,0,0,0
1670948784633,0,2524915,2,0.000,-3.690,2.220,255,0,0,0,0
1670948794637,10004,2534919,5,4.660,-2.510,0.000,255,0,0,0,0
1670948794637,0,2534919,3,0.000,-0.005,2.220,255,0,0,0,0
1670948794637,0,2534919,4,9.387,-0.005,2.220,255,0,0,0,0
1670948794637,0,2534919,1,9.387,-3.690,2.220,255,0,0,0,0
1670948794637,0,2534919,2,0.000,-3.690,2.220,255,0,0,0,0
1670948804849,10212,2545131,4,9.387,-0.005,2.220,255,0,0,0,0
1670948804849,0,2545131,1,9.387,-3.690,2.220,255,0,0,0,0
1670948804849,0,2545131,2,0.000,-3.690,2.220,255,0,0,0,0
1670948804849,0,2545131,5,4.660,-2.510,0.000,255,0,0,0,0
1670948804849,0,2545131,3,0.000,-0.005,2.220,255,0,0,0,0
T2022_12_13__162648_468,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1626_autosave.ini
T2022_12_13__162915_551,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1629_autosave.ini
1670948970923,166074,2711205,5,4.660,-2.510,0.000,255,0,0,0,0
1670948970923,0,2711205,3,0.385,-7.354,2.220,255,0,0,0,0
1670948970923,0,2711205,4,9.720,-6.373,2.220,255,0,0,0,0
1670948970923,0,2711205,1,9.335,-2.710,2.220,255,0,0,0,0
1670948970923,0,2711205,2,0.000,-3.690,2.220,255,0,0,0,0
1670948980967,10044,2721249,2,0.000,-3.690,2.220,255,0,0,0,0
1670948980967,0,2721249,5,4.660,-2.510,0.000,255,0,0,0,0
1670948980967,0,2721249,3,0.385,-7.354,2.220,255,0,0,0,0
1670948980967,0,2721249,4,9.720,-6.373,2.220,255,0,0,0,0
1670948980967,0,2721249,1,9.335,-2.710,2.220,255,0,0,0,0
1670948990974,10007,2731256,2,0.000,-3.690,2.220,255,0,0,0,0
1670948990974,0,2731256,5,4.660,-2.510,0.000,255,0,0,0,0
1670948990974,0,2731256,3,0.385,-7.354,2.220,255,0,0,0,0
1670948990974,0,2731256,4,9.720,-6.373,2.220,255,0,0,0,0
1670948990974,0,2731256,1,9.335,-2.710,2.220,255,0,0,0,0
T2022_12_13__163345_032,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1633_autosave.ini
1670949232206,241232,2972488,4,9.720,-6.373,2.220,255,0,0,0,0
1670949232206,0,2972488,1,9.387,-3.685,2.220,255,0,0,0,0
1670949232206,0,2972488,2,0.000,-3.690,2.220,255,0,0,0,0
1670949232206,0,2972488,5,4.660,-2.510,0.000,255,0,0,0,0
1670949232206,0,2972488,3,0.000,0.000,2.220,255,0,0,0,0
T2022_12_13__163401_195,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1634_autosave.ini
T2022_12_13__163555_427,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1635_autosave.ini
1670949364234,132028,3104516,2,0.000,-3.685,2.220,255,0,0,0,0
1670949364234,0,3104516,5,4.660,-2.510,0.000,255,0,0,0,0
1670949364234,0,3104516,3,0.000,0.000,2.220,255,0,0,0,0
1670949364234,0,3104516,4,9.387,0.000,2.220,255,0,0,0,0
1670949364234,0,3104516,1,9.387,-3.685,2.220,255,0,0,0,0
1670949374333,10099,3114615,4,9.387,0.000,2.220,255,0,0,0,0
1670949374333,0,3114615,1,9.387,-3.685,2.220,255,0,0,0,0
1670949374333,0,3114615,2,0.000,-3.685,2.220,255,0,0,0,0
1670949374333,0,3114615,5,4.660,-2.510,0.000,255,0,0,0,0
1670949374333,0,3114615,3,0.000,0.000,2.220,255,0,0,0,0
T2022_12_13__163618_478,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1636_autosave.ini
T2022_12_13__163703_276,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\marvelmind_SW_2022_11_19\01_Common_Indoor_positioning_SW\Dashboard\windows\dashboard\maps\map_2022_12_13__1637_autosave.ini
T2022_12_13__163756_102,user,1,C:\Users\vd_sa\Documents\KuLeuven\Master\thesis\Navigation\submap0.ini
